Entity,Code,Year,Life expectancy,814480-annotations
Malaysia,MYS,1970,61.55024,
Malaysia,MYS,1975,64.35756,
Malaysia,MYS,1980,66.691,
Malaysia,MYS,1985,68.867,
Malaysia,MYS,1990,71.3071,
Malaysia,MYS,1995,72.3838,
Malaysia,MYS,2000,72.7755,
Malaysia,MYS,2005,74.0959,
Malaysia,MYS,2010,74.4423,
Malaysia,MYS,2015,75.0942,
Malaysia,MYS,2020,75.9378,
Mali,MLI,1870,25,
Mali,MLI,1880,25,
Mali,MLI,1890,25,
Mali,MLI,1900,25,
Mali,MLI,1913,25,
Mali,MLI,1925,25,
Mali,MLI,1929,26.221512,
Mali,MLI,1933,29.9,
Mali,MLI,1938,32.5,
Mali,MLI,1950,32.55,
Mali,MLI,1955,34,
Mali,MLI,1960,36.59561,
Mali,MLI,1965,36.45219,
Mali,MLI,1970,37.86341,
Mali,MLI,1975,39.58781,
Mali,MLI,1980,40.029,
Mali,MLI,1985,41.597,
Mali,MLI,1990,46.6204,
Mali,MLI,1995,47.8157,
Mali,MLI,2000,50.5393,
Mali,MLI,2005,54.0029,
Mali,MLI,2010,56.3817,
Mali,MLI,2015,58.3632,
Mali,MLI,2020,58.6331,
Malta,MLT,1950,65.95,
Malta,MLT,1955,67.8075,
Malta,MLT,1960,68.55415,
Malta,MLT,1965,69.18293,
Malta,MLT,1970,70.11951,
Malta,MLT,1975,71.49756,
Malta,MLT,1980,72.859,
Malta,MLT,1985,74.305,
Malta,MLT,1990,75.9846,
Malta,MLT,1995,77.0909,
Malta,MLT,2000,77.58,
Malta,MLT,2005,79.6465,
Malta,MLT,2010,81.8134,
Malta,MLT,2015,82.9621,
Malta,MLT,2020,83.3545,
Mauritania,MRT,1870,25,
Mauritania,MRT,1880,25,
Mauritania,MRT,1890,25,
Mauritania,MRT,1900,25,
Mauritania,MRT,1913,25,
Mauritania,MRT,1925,25,
Mauritania,MRT,1929,26.221512,
Mauritania,MRT,1933,29.9,
Mauritania,MRT,1938,33.5,
Mauritania,MRT,1950,35.55,
Mauritania,MRT,1955,37.55,
Mauritania,MRT,1960,38.68293,
Mauritania,MRT,1965,40.63268,
Mauritania,MRT,1970,42.64146,
Mauritania,MRT,1975,44.66098,
Mauritania,MRT,1980,52.676,
Mauritania,MRT,1985,54.702,
Mauritania,MRT,1990,59.7696,
Mauritania,MRT,1995,60.259,
Mauritania,MRT,2000,61.0282,
Mauritania,MRT,2005,61.656,
Mauritania,MRT,2010,63.1049,
Mauritania,MRT,2015,64.4847,
Mauritania,MRT,2020,64.5321,
Mauritius,MUS,1870,25,
Mauritius,MUS,1880,25,
Mauritius,MUS,1890,25,
Mauritius,MUS,1900,28.385342,
Mauritius,MUS,1913,29.698515,
Mauritius,MUS,1925,31.2,
Mauritius,MUS,1929,33.097584,
Mauritius,MUS,1933,33.8736,
Mauritius,MUS,1938,36.1688,
Mauritius,MUS,1950,51,
Mauritius,MUS,1955,58.15,
Mauritius,MUS,1960,59.39756,
Mauritius,MUS,1965,61.03659,
Mauritius,MUS,1970,62.38781,
Mauritius,MUS,1975,64.13951,
Mauritius,MUS,1980,65.819,
Mauritius,MUS,1985,67.796,
Mauritius,MUS,1990,69.3874,
Mauritius,MUS,1995,70.5263,
Mauritius,MUS,2000,71.6366,
Mauritius,MUS,2005,72.6748,
Mauritius,MUS,2010,73.9987,
Mauritius,MUS,2015,74.9754,
Mauritius,MUS,2020,74.3306,
Mexico,MEX,1870,25,
Mexico,MEX,1880,25,
Mexico,MEX,1890,25,
Mexico,MEX,1900,25.049444,
Mexico,MEX,1913,29.065895,
Mexico,MEX,1925,33.946243,
Mexico,MEX,1929,33.598377,
Mexico,MEX,1933,34.895977,
Mexico,MEX,1938,37.330845,
Mexico,MEX,1950,50.7,
Mexico,MEX,1955,55.3,
Mexico,MEX,1960,57.34024,
Mexico,MEX,1965,59.63683,
Mexico,MEX,1970,61.7039,
Mexico,MEX,1975,64.2478,
Mexico,MEX,1980,66.56,
Mexico,MEX,1985,68.791,
Mexico,MEX,1990,69.9707,
Mexico,MEX,1995,71.6457,
Mexico,MEX,2000,73.5692,
Mexico,MEX,2005,74.3765,
Mexico,MEX,2010,74.1901,
Mexico,MEX,2015,74.6822,
Mexico,MEX,2020,70.1328,
Middle East (AHDI),,1870,25.612665,
Middle East (AHDI),,1880,25.893148,
Middle East (AHDI),,1890,26.335125,
Middle East (AHDI),,1900,26.945425,
Middle East (AHDI),,1913,27.335873,
Middle East (AHDI),,1925,28.124014,
Middle East (AHDI),,1929,30.533318,
Middle East (AHDI),,1933,31.61099,
Middle East (AHDI),,1938,34.95945,
Middle East (AHDI),,1950,45.780403,
Middle East (AHDI),,1955,47.549427,
Middle East (AHDI),,1960,49.00846,
Middle East (AHDI),,1965,51.9066,
Middle East (AHDI),,1970,54.877033,
Middle East (AHDI),,1975,57.85211,
Middle East (AHDI),,1980,60.045162,
Middle East (AHDI),,1985,62.403053,
Middle East (AHDI),,1990,65.89154,
Middle East (AHDI),,1995,68.70718,
Middle East (AHDI),,2000,70.34674,
Middle East (AHDI),,2005,71.90244,
Middle East (AHDI),,2010,73.44659,
Middle East (AHDI),,2015,74.2263,
Middle East (AHDI),,2020,74.000275,
Moldova,MDA,1980,64.618,
Moldova,MDA,1985,66.052,
Moldova,MDA,1990,68.0673,
Moldova,MDA,1995,65.0985,
Moldova,MDA,2000,66.4168,
Moldova,MDA,2005,68.1689,
Moldova,MDA,2010,69.3569,
Moldova,MDA,2015,69.2396,
Moldova,MDA,2020,70.1665,
Mongolia,MNG,1950,42.25,
Mongolia,MNG,1955,45.25,
Mongolia,MNG,1960,47.01951,
Mongolia,MNG,1965,50.01951,
Mongolia,MNG,1970,52.71951,
Mongolia,MNG,1975,55.21951,
Mongolia,MNG,1980,56.424,
Mongolia,MNG,1985,58.928,
Mongolia,MNG,1990,58.7649,
Mongolia,MNG,1995,60.6125,
Mongolia,MNG,2000,62.8821,
Mongolia,MNG,2005,64.8787,
Mongolia,MNG,2010,67.1822,
Mongolia,MNG,2015,69.4977,
Mongolia,MNG,2020,72.141,
Morocco,MAR,1870,25,
Morocco,MAR,1880,25,
Morocco,MAR,1890,25,
Morocco,MAR,1900,26.581661,
Morocco,MAR,1913,28.8,
Morocco,MAR,1925,28.8,
Morocco,MAR,1929,30.698612,
Morocco,MAR,1933,31.2,
Morocco,MAR,1938,31.585241,
Morocco,MAR,1950,42.9,
Morocco,MAR,1955,45.45,
Morocco,MAR,1960,46.92049,
Morocco,MAR,1965,49.38732,
Morocco,MAR,1970,51.89366,
Morocco,MAR,1975,54.62,
Morocco,MAR,1980,57.678,
Morocco,MAR,1985,61.254,
Morocco,MAR,1990,62.4478,
Morocco,MAR,1995,64.7358,
Morocco,MAR,2000,66.7869,
Morocco,MAR,2005,68.7039,
Morocco,MAR,2010,70.8288,
Morocco,MAR,2015,72.9197,
Morocco,MAR,2020,73.9199,
Mozambique,MOZ,1870,25,
Mozambique,MOZ,1880,25,
Mozambique,MOZ,1890,25,
Mozambique,MOZ,1900,25,
Mozambique,MOZ,1913,25,
Mozambique,MOZ,1925,26.666573,
Mozambique,MOZ,1929,27.210337,
Mozambique,MOZ,1933,30.288567,
Mozambique,MOZ,1938,34.210724,
Mozambique,MOZ,1950,33.5,
Mozambique,MOZ,1955,36,
Mozambique,MOZ,1960,37.49268,
Mozambique,MOZ,1965,39.98146,
Mozambique,MOZ,1970,41.86098,
Mozambique,MOZ,1975,43.06097,
Mozambique,MOZ,1980,42.804,
Mozambique,MOZ,1985,42.735,
Mozambique,MOZ,1990,44.469,
Mozambique,MOZ,1995,46.04,
Mozambique,MOZ,2000,49.4912,
Mozambique,MOZ,2005,51.561,
Mozambique,MOZ,2010,54.1984,
Mozambique,MOZ,2015,58.1509,
Mozambique,MOZ,2020,61.1722,
Myanmar,MMR,1870,25,
Myanmar,MMR,1880,25,
Myanmar,MMR,1890,25,
Myanmar,MMR,1900,25,
Myanmar,MMR,1913,27.5,
Myanmar,MMR,1925,30.8,
Myanmar,MMR,1929,30.8,
Myanmar,MMR,1933,31,
Myanmar,MMR,1938,32,
Myanmar,MMR,1950,42.3,
Myanmar,MMR,1955,42.55,
Myanmar,MMR,1960,43.82244,
Myanmar,MMR,1965,46.13805,
Myanmar,MMR,1970,48.4039,
Myanmar,MMR,1975,50.11024,
Myanmar,MMR,1980,57.481,
Myanmar,MMR,1985,58.547,
Myanmar,MMR,1990,56.6607,
Myanmar,MMR,1995,58.259,
Myanmar,MMR,2000,60.1546,
Myanmar,MMR,2005,61.5985,
Myanmar,MMR,2010,63.3294,
Myanmar,MMR,2015,65.5613,
Myanmar,MMR,2020,66.797,
Namibia,NAM,1870,25,
Namibia,NAM,1880,25,
Namibia,NAM,1890,30.1,
Namibia,NAM,1900,31.3,
Namibia,NAM,1913,31.3,
Namibia,NAM,1925,31.3,
Namibia,NAM,1929,31.6,
Namibia,NAM,1933,31.6,
Namibia,NAM,1938,31.6,
Namibia,NAM,1950,38.75,
Namibia,NAM,1955,41.25,
Namibia,NAM,1960,42.71951,
Namibia,NAM,1965,45.21951,
Namibia,NAM,1970,47.71951,
Namibia,NAM,1975,50.21951,
Namibia,NAM,1980,57.877,
Namibia,NAM,1985,60.11,
Namibia,NAM,1990,62.4964,
Namibia,NAM,1995,58.634,
Namibia,NAM,2000,51.9903,
Namibia,NAM,2005,51.7866,
Namibia,NAM,2010,56.0153,
Namibia,NAM,2015,60.7002,
Namibia,NAM,2020,62.829,
Nepal,NPL,1870,25,
Nepal,NPL,1880,25,
Nepal,NPL,1890,25,
Nepal,NPL,1900,25,
Nepal,NPL,1913,25,
Nepal,NPL,1925,27.95,
Nepal,NPL,1929,29.3144,
Nepal,NPL,1933,30.95,
Nepal,NPL,1938,33,
Nepal,NPL,1950,36.3,
Nepal,NPL,1955,37.6,
Nepal,NPL,1960,38.5122,
Nepal,NPL,1965,40.25219,
Nepal,NPL,1970,42.36585,
Nepal,NPL,1975,45.03902,
Nepal,NPL,1980,48.113,
Nepal,NPL,1985,51.04,
Nepal,NPL,1990,54.8333,
Nepal,NPL,1995,59.3175,
Nepal,NPL,2000,62.6145,
Nepal,NPL,2005,65.4566,
Nepal,NPL,2010,66.8138,
Nepal,NPL,2015,67.4562,
Nepal,NPL,2020,69.2456,
Netherlands,NLD,1870,37.54,
Netherlands,NLD,1880,40.41,
Netherlands,NLD,1890,44.42,
Netherlands,NLD,1900,48.48,
Netherlands,NLD,1913,57.35,
Netherlands,NLD,1925,63.12,
Netherlands,NLD,1929,62.15,
Netherlands,NLD,1933,66.03,
Netherlands,NLD,1938,67.39,
Netherlands,NLD,1950,71.44,
Netherlands,NLD,1955,72.5,
Netherlands,NLD,1960,73.35,
Netherlands,NLD,1965,73.6,
Netherlands,NLD,1970,73.63,
Netherlands,NLD,1975,74.55,
Netherlands,NLD,1980,75.77,
Netherlands,NLD,1985,76.37,
Netherlands,NLD,1990,77.0067,
Netherlands,NLD,1995,77.5454,
Netherlands,NLD,2000,78.1222,
Netherlands,NLD,2005,79.4797,
Netherlands,NLD,2010,80.8186,
Netherlands,NLD,2015,81.4821,
Netherlands,NLD,2020,81.6381,
New Zealand,NZL,1870,51.616047,
New Zealand,NZL,1880,53.60885,
New Zealand,NZL,1890,55.60165,
New Zealand,NZL,1900,58.376812,
New Zealand,NZL,1913,61.2307,
New Zealand,NZL,1925,64.24205,
New Zealand,NZL,1929,65.40329,
New Zealand,NZL,1933,65.40329,
New Zealand,NZL,1938,65.89042,
New Zealand,NZL,1950,69.25,
New Zealand,NZL,1955,70.48,
New Zealand,NZL,1960,71.22,
New Zealand,NZL,1965,71.21,
New Zealand,NZL,1970,71.22,
New Zealand,NZL,1975,72.2,
New Zealand,NZL,1980,72.87,
New Zealand,NZL,1985,73.87,
New Zealand,NZL,1990,75.4242,
New Zealand,NZL,1995,76.7886,
New Zealand,NZL,2000,78.6782,
New Zealand,NZL,2005,80.0572,
New Zealand,NZL,2010,81.1019,
New Zealand,NZL,2015,81.9765,
New Zealand,NZL,2020,82.7419,
Nicaragua,NIC,1913,25,
Nicaragua,NIC,1925,25.481472,
Nicaragua,NIC,1929,27.197977,
Nicaragua,NIC,1933,29.241314,
Nicaragua,NIC,1938,32.10955,
Nicaragua,NIC,1950,42.3,
Nicaragua,NIC,1955,45.4,
Nicaragua,NIC,1960,47.33707,
Nicaragua,NIC,1965,50.59561,
Nicaragua,NIC,1970,53.89317,
Nicaragua,NIC,1975,56.64049,
Nicaragua,NIC,1980,58.498,
Nicaragua,NIC,1985,60.667,
Nicaragua,NIC,1990,63.0963,
Nicaragua,NIC,1995,65.6078,
Nicaragua,NIC,2000,67.2335,
Nicaragua,NIC,2005,67.9359,
Nicaragua,NIC,2010,72.009,
Nicaragua,NIC,2015,72.983,
Nicaragua,NIC,2020,71.7954,
Niger,NER,1870,25,
Niger,NER,1880,25,
Niger,NER,1890,25,
Niger,NER,1900,26.515196,
Niger,NER,1913,25,
Niger,NER,1925,25,
Niger,NER,1929,26.221512,
Niger,NER,1933,29.9,
Niger,NER,1938,34.47048,
Niger,NER,1950,33,
Niger,NER,1955,34.5,
Niger,NER,1960,35.36341,
Niger,NER,1965,36.89268,
Niger,NER,1970,38.41219,
Niger,NER,1975,39.91219,
Niger,NER,1980,39.415,
Niger,NER,1985,40.336,
Niger,NER,1990,41.8517,
Niger,NER,1995,45.7738,
Niger,NER,2000,49.3216,
Niger,NER,2005,53.59,
Niger,NER,2010,58.3668,
Niger,NER,2015,61.0827,
Niger,NER,2020,61.4506,
Nigeria,NGA,1870,25,
Nigeria,NGA,1880,25,
Nigeria,NGA,1890,25,
Nigeria,NGA,1900,25,
Nigeria,NGA,1913,25,
Nigeria,NGA,1925,25.732859,
Nigeria,NGA,1929,26,
Nigeria,NGA,1933,26,
Nigeria,NGA,1938,32,
Nigeria,NGA,1950,36.5,
Nigeria,NGA,1955,38.55,
Nigeria,NGA,1960,39.66341,
Nigeria,NGA,1965,41.36195,
Nigeria,NGA,1970,42.86098,
Nigeria,NGA,1975,44.36098,
Nigeria,NGA,1980,44.755,
Nigeria,NGA,1985,44.89,
Nigeria,NGA,1990,46.0374,
Nigeria,NGA,1995,45.487,
Nigeria,NGA,2000,47.1928,
Nigeria,NGA,2005,49.297,
Nigeria,NGA,2010,50.9448,
Nigeria,NGA,2015,51.8413,
Nigeria,NGA,2020,52.887,
Non-1995 OECD (AHDI),,1870,25.803602,
Non-1995 OECD (AHDI),,1880,26.121584,
Non-1995 OECD (AHDI),,1890,26.298195,
Non-1995 OECD (AHDI),,1900,26.905687,
Non-1995 OECD (AHDI),,1913,27.733637,
Non-1995 OECD (AHDI),,1925,30.27325,
Non-1995 OECD (AHDI),,1929,33.658554,
Non-1995 OECD (AHDI),,1933,35.19477,
Non-1995 OECD (AHDI),,1938,36.96515,
Non-1995 OECD (AHDI),,1950,44.24972,
Non-1995 OECD (AHDI),,1955,47.09722,
Non-1995 OECD (AHDI),,1960,46.377266,
Non-1995 OECD (AHDI),,1965,53.11804,
Non-1995 OECD (AHDI),,1970,56.275806,
Non-1995 OECD (AHDI),,1975,58.403896,
Non-1995 OECD (AHDI),,1980,60.26741,
Non-1995 OECD (AHDI),,1985,61.717552,
Non-1995 OECD (AHDI),,1990,63.22124,
Non-1995 OECD (AHDI),,1995,64.4498,
Non-1995 OECD (AHDI),,2000,66.07094,
Non-1995 OECD (AHDI),,2005,67.71317,
Non-1995 OECD (AHDI),,2010,69.31557,
Non-1995 OECD (AHDI),,2015,70.94564,
Non-1995 OECD (AHDI),,2020,71.203285,
North Africa (AHDI),,1870,25,
North Africa (AHDI),,1880,25,
North Africa (AHDI),,1890,25,
North Africa (AHDI),,1900,26.581661,
North Africa (AHDI),,1913,28.804972,
North Africa (AHDI),,1925,29.483494,
North Africa (AHDI),,1929,30.451708,
North Africa (AHDI),,1933,31.029453,
North Africa (AHDI),,1938,32.216072,
North Africa (AHDI),,1950,42.84543,
North Africa (AHDI),,1955,45.372704,
North Africa (AHDI),,1960,46.854874,
North Africa (AHDI),,1965,49.375587,
North Africa (AHDI),,1970,51.961708,
North Africa (AHDI),,1975,54.627655,
North Africa (AHDI),,1980,57.946568,
North Africa (AHDI),,1985,61.577316,
North Africa (AHDI),,1990,65.10656,
North Africa (AHDI),,1995,66.809425,
North Africa (AHDI),,2000,68.77993,
North Africa (AHDI),,2005,69.961235,
North Africa (AHDI),,2010,71.240814,
North Africa (AHDI),,2015,72.406044,
North Africa (AHDI),,2020,72.58116,
Norway,NOR,1870,50.86,
Norway,NOR,1880,51.89,
Norway,NOR,1890,48.61,
Norway,NOR,1900,53.47,
Norway,NOR,1913,58.31,
Norway,NOR,1925,62.51,
Norway,NOR,1929,62.45,
Norway,NOR,1933,65.48,
Norway,NOR,1938,67.09,
Norway,NOR,1950,71.59,
Norway,NOR,1955,73.43,
Norway,NOR,1960,73.56,
Norway,NOR,1965,73.73,
Norway,NOR,1970,74.07,
Norway,NOR,1975,74.82,
Norway,NOR,1980,75.67,
Norway,NOR,1985,75.93,
Norway,NOR,1990,76.5865,
Norway,NOR,1995,77.7967,
Norway,NOR,2000,78.6919,
Norway,NOR,2005,80.1699,
Norway,NOR,2010,81.0401,
Norway,NOR,2015,82.2718,
Norway,NOR,2020,83.1951,
OECD (AHDI),,1870,38.228424,
OECD (AHDI),,1880,39.497143,
OECD (AHDI),,1890,42.413715,
OECD (AHDI),,1900,45.332863,
OECD (AHDI),,1913,49.86251,
OECD (AHDI),,1925,54.50967,
OECD (AHDI),,1929,55.364475,
OECD (AHDI),,1933,57.73931,
OECD (AHDI),,1938,58.78496,
OECD (AHDI),,1950,65.98825,
OECD (AHDI),,1955,68.570015,
OECD (AHDI),,1960,69.60637,
OECD (AHDI),,1965,70.673615,
OECD (AHDI),,1970,71.45206,
OECD (AHDI),,1975,72.8951,
OECD (AHDI),,1980,74.299255,
OECD (AHDI),,1985,75.46029,
OECD (AHDI),,1990,76.45465,
OECD (AHDI),,1995,77.23991,
OECD (AHDI),,2000,78.42052,
OECD (AHDI),,2005,79.42481,
OECD (AHDI),,2010,80.5451,
OECD (AHDI),,2015,81.01501,
OECD (AHDI),,2020,80.670135,
Oman,OMN,1870,25,
Oman,OMN,1880,25,
Oman,OMN,1890,25,
Oman,OMN,1900,25,
Oman,OMN,1913,26,
Oman,OMN,1925,26,
Oman,OMN,1929,26,
Oman,OMN,1933,26,
Oman,OMN,1938,26,
Oman,OMN,1950,36.4,
Oman,OMN,1955,38.85,
Oman,OMN,1960,40.32878,
Oman,OMN,1965,43.5161,
Oman,OMN,1970,47.37268,
Oman,OMN,1975,52.54146,
Oman,OMN,1980,60.069,
Oman,OMN,1985,65.383,
Oman,OMN,1990,69.782,
Oman,OMN,1995,71.9901,
Oman,OMN,2000,73.4658,
Oman,OMN,2005,74.3962,
Oman,OMN,2010,76.2695,
Oman,OMN,2015,77.6869,
Oman,OMN,2020,74.7571,
Pakistan,PAK,1950,38.85,
Pakistan,PAK,1955,42.1,
Pakistan,PAK,1960,43.85854,
Pakistan,PAK,1965,46.65951,
Pakistan,PAK,1970,49.43317,
Pakistan,PAK,1975,52.28537,
Pakistan,PAK,1980,57.707,
Pakistan,PAK,1985,59.1,
Pakistan,PAK,1990,60.0656,
Pakistan,PAK,1995,59.8784,
Pakistan,PAK,2000,62.1018,
Pakistan,PAK,2005,62.4657,
Pakistan,PAK,2010,64.4361,
Pakistan,PAK,2015,65.6971,
Pakistan,PAK,2020,66.2695,
Panama,PAN,1950,55.3,
Panama,PAN,1955,59.3,
Panama,PAN,1960,60.93415,
Panama,PAN,1965,63.35171,
Panama,PAN,1970,65.58634,
Panama,PAN,1975,68.04683,
Panama,PAN,1980,70.002,
Panama,PAN,1985,71.421,
Panama,PAN,1990,71.0972,
Panama,PAN,1995,72.3847,
Panama,PAN,2000,74.0015,
Panama,PAN,2005,75.8285,
Panama,PAN,2010,76.4479,
Panama,PAN,2015,77.4684,
Panama,PAN,2020,76.657,
Paraguay,PRY,1950,62.6,
Paraguay,PRY,1955,63.2,
Paraguay,PRY,1960,63.91171,
Paraguay,PRY,1965,64.74707,
Paraguay,PRY,1970,65.53439,
Paraguay,PRY,1975,66.25756,
Paraguay,PRY,1980,66.769,
Paraguay,PRY,1985,67.294,
Paraguay,PRY,1990,67.9441,
Paraguay,PRY,1995,69.0092,
Paraguay,PRY,2000,69.7502,
Paraguay,PRY,2005,70.5269,
Paraguay,PRY,2010,71.8872,
Paraguay,PRY,2015,73.1905,
Paraguay,PRY,2020,73.1816,
Peru,PER,1870,25,
Peru,PER,1880,25,
Peru,PER,1890,25,
Peru,PER,1900,25,
Peru,PER,1913,27.883821,
Peru,PER,1925,31.451847,
Peru,PER,1929,32.65311,
Peru,PER,1933,34.084877,
Peru,PER,1938,36.044685,
Peru,PER,1950,43.9,
Peru,PER,1955,46.3,
Peru,PER,1960,47.97853,
Peru,PER,1965,50.55561,
Peru,PER,1970,53.94098,
Peru,PER,1975,57.35561,
Peru,PER,1980,60.059,
Peru,PER,1985,63.009,
Peru,PER,1990,65.1059,
Peru,PER,1995,67.6445,
Peru,PER,2000,70.424,
Peru,PER,2005,72.9858,
Peru,PER,2010,73.7106,
Peru,PER,2015,75.6206,
Peru,PER,2020,73.6655,
Philippines,PHL,1870,25,
Philippines,PHL,1880,25,
Philippines,PHL,1890,25,
Philippines,PHL,1900,25.6,
Philippines,PHL,1913,31.55,
Philippines,PHL,1925,37.5,
Philippines,PHL,1929,40,
Philippines,PHL,1933,40,
Philippines,PHL,1938,40,
Philippines,PHL,1950,47.55,
Philippines,PHL,1955,51.1,
Philippines,PHL,1960,53.37512,
Philippines,PHL,1965,55.74439,
Philippines,PHL,1970,57.42634,
Philippines,PHL,1975,59.30585,
Philippines,PHL,1980,61.129,
Philippines,PHL,1985,63.188,
Philippines,PHL,1990,65.9093,
Philippines,PHL,1995,68.2231,
Philippines,PHL,2000,69.4134,
Philippines,PHL,2005,70.2402,
Philippines,PHL,2010,70.7542,
Philippines,PHL,2015,71.2684,
Philippines,PHL,2020,72.1191,
Poland,POL,1870,31.34892,
Poland,POL,1880,32.11066,
Poland,POL,1890,32.54902,
Poland,POL,1900,36.973133,
Poland,POL,1913,39.72356,
Poland,POL,1925,48.2,
Poland,POL,1929,49.8,
Poland,POL,1933,49.8,
Poland,POL,1938,51.4,
Poland,POL,1950,61.439,
Poland,POL,1955,65.893,
Poland,POL,1960,67.82,
Poland,POL,1965,69.48,
Poland,POL,1970,69.59,
Poland,POL,1975,70.44,
Poland,POL,1980,69.95,
Poland,POL,1985,70.34,
Poland,POL,1990,70.678,
Poland,POL,1995,71.9193,
Poland,POL,2000,73.7335,
Poland,POL,2005,75.0936,
Poland,POL,2010,76.3175,
Poland,POL,2015,77.4151,
Poland,POL,2020,76.9424,
Portugal,PRT,1870,36,
Portugal,PRT,1880,38,
Portugal,PRT,1890,43,
Portugal,PRT,1900,44,
Portugal,PRT,1913,44,
Portugal,PRT,1925,45.45,
Portugal,PRT,1929,47,
Portugal,PRT,1933,49.66,
Portugal,PRT,1938,50.7,
Portugal,PRT,1950,58.47,
Portugal,PRT,1955,61.4,
Portugal,PRT,1960,64.15,
Portugal,PRT,1965,66.09,
Portugal,PRT,1970,67.06,
Portugal,PRT,1975,68.84,
Portugal,PRT,1980,71.66,
Portugal,PRT,1985,73.21,
Portugal,PRT,1990,74.304,
Portugal,PRT,1995,75.5501,
Portugal,PRT,2000,76.8304,
Portugal,PRT,2005,78.3053,
Portugal,PRT,2010,80.035,
Portugal,PRT,2015,81.2093,
Portugal,PRT,2020,81.0545,
Qatar,QAT,1870,25,
Qatar,QAT,1880,25,
Qatar,QAT,1890,25,
Qatar,QAT,1900,25,
Qatar,QAT,1913,26,
Qatar,QAT,1925,26,
Qatar,QAT,1929,26,
Qatar,QAT,1933,26,
Qatar,QAT,1938,26,
Qatar,QAT,1950,48,
Qatar,QAT,1955,51.05,
Qatar,QAT,1960,53.41317,
Qatar,QAT,1965,57.40927,
Qatar,QAT,1970,61.10585,
Qatar,QAT,1975,64.30195,
Qatar,QAT,1980,66.124,
Qatar,QAT,1985,67.75,
Qatar,QAT,1990,73.9817,
Qatar,QAT,1995,74.2499,
Qatar,QAT,2000,74.8279,
Qatar,QAT,2005,76.0637,
Qatar,QAT,2010,78.4251,
Qatar,QAT,2015,80.0639,
Qatar,QAT,2020,79.0987,
Romania,ROU,1870,30.129192,
Romania,ROU,1880,30.878262,
Romania,ROU,1890,32.04348,
Romania,ROU,1900,34.95652,
Romania,ROU,1913,37.652172,
Romania,ROU,1925,39.391304,
Romania,ROU,1929,42,
Romania,ROU,1933,42,
Romania,ROU,1938,48.7,
Romania,ROU,1950,61.1,
Romania,ROU,1955,63.235,
Romania,ROU,1960,65.45731,
Romania,ROU,1965,68.43049,
Romania,ROU,1970,68.49024,
Romania,ROU,1975,69.6139,
Romania,ROU,1980,69.596,
Romania,ROU,1985,69.622,
Romania,ROU,1990,69.729,
Romania,ROU,1995,69.5602,
Romania,ROU,2000,71.2823,
Romania,ROU,2005,70.6095,
Romania,ROU,2010,73.9959,
Romania,ROU,2015,74.7901,
Romania,ROU,2020,75.3456,
Russia,RUS,1870,28.675,
Russia,RUS,1880,29.55,
Russia,RUS,1890,30.85,
Russia,RUS,1900,32.575,
Russia,RUS,1913,33.45,
Russia,RUS,1925,43,
Russia,RUS,1929,44.36,
Russia,RUS,1933,45.6,
Russia,RUS,1938,46.92,
Russia,RUS,1950,58.518,
Russia,RUS,1955,64.797,
Russia,RUS,1960,68.7,
Russia,RUS,1965,69.5,
Russia,RUS,1970,68.83,
Russia,RUS,1975,68.32,
Russia,RUS,1980,67.48,
Russia,RUS,1985,68.26,
Russia,RUS,1990,68.5354,
Russia,RUS,1995,64.101,
Russia,RUS,2000,65.2711,
Russia,RUS,2005,66.0746,
Russia,RUS,2010,69.386,
Russia,RUS,2015,72.1006,
Russia,RUS,2020,71.3423,
Rwanda,RWA,1870,25,
Rwanda,RWA,1880,25,
Rwanda,RWA,1890,25,
Rwanda,RWA,1900,25,
Rwanda,RWA,1913,28.839233,
Rwanda,RWA,1925,28.839233,
Rwanda,RWA,1929,33.822594,
Rwanda,RWA,1933,33.822594,
Rwanda,RWA,1938,33.5,
Rwanda,RWA,1950,40,
Rwanda,RWA,1955,41.5,
Rwanda,RWA,1960,42.36098,
Rwanda,RWA,1965,43.62098,
Rwanda,RWA,1970,44.36098,
Rwanda,RWA,1975,44.80098,
Rwanda,RWA,1980,45.883,
Rwanda,RWA,1985,46.79,
Rwanda,RWA,1990,48.4312,
Rwanda,RWA,1995,39.9692,
Rwanda,RWA,2000,47.1292,
Rwanda,RWA,2005,57.316,
Rwanda,RWA,2010,62.5397,
Rwanda,RWA,2015,65.2977,
Rwanda,RWA,2020,66.7741,
Saint Kitts and Nevis,KNA,1950,56.18312,
Saint Kitts and Nevis,KNA,1955,58.88143,
Saint Kitts and Nevis,KNA,1960,60,
Saint Kitts and Nevis,KNA,1965,60.95372,
Saint Kitts and Nevis,KNA,1970,62.646374,
Saint Kitts and Nevis,KNA,1975,63.955875,
Saint Kitts and Nevis,KNA,1980,65.041,
Saint Kitts and Nevis,KNA,1985,66.021,
Saint Kitts and Nevis,KNA,1990,65.1875,
Saint Kitts and Nevis,KNA,1995,67.1523,
Saint Kitts and Nevis,KNA,2000,69.7815,
Saint Kitts and Nevis,KNA,2005,71.3616,
Saint Kitts and Nevis,KNA,2010,71.2705,
Saint Kitts and Nevis,KNA,2015,70.763,
Saint Kitts and Nevis,KNA,2020,71.6266,
Saint Lucia,LCA,1950,54.13,
Saint Lucia,LCA,1955,56.83,
Saint Lucia,LCA,1960,56.75854,
Saint Lucia,LCA,1965,59.50732,
