"Country or Area","Year","Value","Value Footnotes","Unit"
"Guatemala","2007","26503.7","","million cubic metres"
"Guatemala","2006","24841.0","","million cubic metres"
"Guatemala","2005","21559.8","","million cubic metres"
"Guatemala","2003","21449.3","","million cubic metres"
"Guatemala","2002","20733.0","","million cubic metres"
"Guatemala","2001","19811.5","","million cubic metres"
"Guinea","2017","88.9","","million cubic metres"
"Guinea","2016","85.4","","million cubic metres"
"Guinea","2015","82.8","","million cubic metres"
"Guinea","2014","83.4","","million cubic metres"
"Guinea","2013","81.4","","million cubic metres"
"Guinea","2012","81.1","","million cubic metres"
"Guinea","2011","79.1","","million cubic metres"
"Guinea","2010","77.4","","million cubic metres"
"Guinea","2009","71.5","7","million cubic metres"
"Guinea","2008","84.0","7","million cubic metres"
"Guinea","2007","49.8","7","million cubic metres"
"Guinea","2006","45.9","7","million cubic metres"
"Guinea","2005","43.0","7","million cubic metres"
"Guyana","2012","135.0","","million cubic metres"
"Guyana","2009","109.2","","million cubic metres"
"Guyana","2008","117.3","","million cubic metres"
"Guyana","2007","109.5","","million cubic metres"
"Guyana","2006","100.3","","million cubic metres"
"Guyana","2005","95.2","","million cubic metres"
"Guyana","2004","70.1","","million cubic metres"
"Hungary","2016","3959.0","1","million cubic metres"
"Hungary","2015","4030.0","1","million cubic metres"
"Hungary","2014","3923.0","1","million cubic metres"
"Hungary","2013","5250.0","1","million cubic metres"
"Hungary","2012","5051.0","1","million cubic metres"
"Hungary","2011","5225.0","1","million cubic metres"
"Hungary","2010","5370.0","1","million cubic metres"
"Hungary","2009","6342.0","1","million cubic metres"
"Hungary","2008","5432.0","1","million cubic metres"
"Hungary","2007","5279.0","1","million cubic metres"
"Hungary","2006","4917.0","1","million cubic metres"
"Hungary","2005","4929.0","1","million cubic metres"
"Hungary","1999","5540.0","","million cubic metres"
"Hungary","1998","5771.4","","million cubic metres"
"Hungary","1997","5767.4","","million cubic metres"
"Hungary","1996","6010.8","","million cubic metres"
"Hungary","1995","6054.4","","million cubic metres"
"Hungary","1994","6258.8","","million cubic metres"
"Hungary","1993","6637.8","","million cubic metres"
"Hungary","1992","7136.9","","million cubic metres"
"Iceland","2014","3011.0","1","million cubic metres"
"Iceland","2013","3486.0","1","million cubic metres"
"Iceland","2012","3571.0","1","million cubic metres"
"Iceland","2011","3515.0","1","million cubic metres"
"Iceland","2010","3303.0","1","million cubic metres"
"Iceland","2005","165.0","1","million cubic metres"
"Iceland","2004","165.0","1","million cubic metres"
"Iceland","2003","165.0","1","million cubic metres"
"Iceland","2002","165.0","1","million cubic metres"
"Iceland","2001","164.0","1","million cubic metres"
"Iceland","2000","163.0","1","million cubic metres"
"Iceland","1999","162.0","","million cubic metres"
"Iceland","1998","161.0","","million cubic metres"
"Iceland","1997","160.0","","million cubic metres"
"Iceland","1996","162.0","","million cubic metres"
"Iceland","1995","165.0","","million cubic metres"
"Iceland","1994","164.0","","million cubic metres"
"Iceland","1993","167.0","","million cubic metres"
"Iceland","1992","167.0","","million cubic metres"
"Iceland","1990","167.0","","million cubic metres"
"Indonesia","2005","2353.0","","million cubic metres"
"Indonesia","2004","2144.0","","million cubic metres"
"Indonesia","2003","2303.0","","million cubic metres"
"Indonesia","2002","2095.0","","million cubic metres"
"Indonesia","2001","1658.0","","million cubic metres"
"Indonesia","2000","1512.0","","million cubic metres"
"Indonesia","1999","1466.0","","million cubic metres"
"Indonesia","1998","1684.0","","million cubic metres"
"Indonesia","1997","1510.0","","million cubic metres"
"Indonesia","1996","1460.0","","million cubic metres"
"Indonesia","1995","1158.0","","million cubic metres"
"Indonesia","1990","764.0","","million cubic metres"
"Iraq","2020","49000.0","","million cubic metres"
"Iraq","2019","59142.0","","million cubic metres"
"Iraq","2018","35710.0","","million cubic metres"
"Iraq","2017","43820.0","","million cubic metres"
"Iraq","2016","41010.0","","million cubic metres"
"Iraq","2015","37150.0","","million cubic metres"
"Iraq","2014","46810.0","","million cubic metres"
"Iraq","2013","48900.0","","million cubic metres"
"Iraq","2012","49000.0","","million cubic metres"
"Iraq","2011","44700.0","","million cubic metres"
"Iraq","2010","47400.0","","million cubic metres"
"Iraq","2009","41400.0","","million cubic metres"
"Iraq","2008","51800.0","","million cubic metres"
"Iraq","2007","58700.0","","million cubic metres"
"Iraq","2006","64000.0","","million cubic metres"
"Ireland","2009","757.0","1","million cubic metres"
"Ireland","2007","730.0","1","million cubic metres"
"Ireland","2005","799.0","1","million cubic metres"
"Ireland","1994","1176.0","","million cubic metres"
"Israel","2015","1145.0","","million cubic metres"
"Israel","2014","1271.0","","million cubic metres"
"Israel","2013","1296.0","","million cubic metres"
"Israel","2012","1318.0","","million cubic metres"
"Israel","2011","1266.0","","million cubic metres"
"Israel","2010","1340.0","","million cubic metres"
"Israel","2009","1313.0","","million cubic metres"
"Israel","2008","1595.0","","million cubic metres"
"Israel","2007","1689.0","","million cubic metres"
"Israel","2006","1637.0","","million cubic metres"
"Israel","2005","1728.0","","million cubic metres"
"Israel","2004","1803.0","","million cubic metres"
"Israel","2003","1682.0","","million cubic metres"
"Israel","2002","1624.0","","million cubic metres"
"Israel","2001","1609.0","","million cubic metres"
"Israel","2000","1727.0","","million cubic metres"
"Israel","1995","1812.0","","million cubic metres"
"Israel","1990","1780.0","","million cubic metres"
"Italy","1998","41982.0","","million cubic metres"
"Jamaica","2016","1350.0","","million cubic metres"
"Jamaica","2015","830.0","","million cubic metres"
"Jamaica","2014","1550.0","","million cubic metres"
"Jamaica","2010","1203.0","","million cubic metres"
"Japan","2014","80067.0","","million cubic metres"
"Japan","2013","80170.0","","million cubic metres"
"Japan","2012","80500.0","","million cubic metres"
"Japan","2011","80897.0","","million cubic metres"
"Japan","2010","81467.0","","million cubic metres"
"Japan","2009","81454.0","","million cubic metres"
"Japan","2008","82400.0","","million cubic metres"
"Japan","2007","82980.0","","million cubic metres"
"Japan","2006","83107.0","","million cubic metres"
"Japan","2005","83427.0","","million cubic metres"
"Japan","2004","83537.0","","million cubic metres"
"Japan","2003","83894.0","","million cubic metres"
"Japan","2002","84648.0","","million cubic metres"
"Japan","2001","85489.0","","million cubic metres"
"Japan","2000","86972.0","","million cubic metres"
"Japan","1995","88881.0","","million cubic metres"
"Japan","1990","88906.0","","million cubic metres"
"Jordan","2021","925.7","","million cubic metres"
"Jordan","2020","957.5","","million cubic metres"
"Jordan","2019","941.8","","million cubic metres"
"Jordan","2018","923.0","","million cubic metres"
"Jordan","2017","903.3","","million cubic metres"
"Jordan","2016","903.5","","million cubic metres"
"Jordan","2015","869.8","","million cubic metres"
"Jordan","2014","922.7","","million cubic metres"
"Jordan","2013","808.1","","million cubic metres"
"Jordan","2012","809.8","","million cubic metres"
"Jordan","2011","782.9","","million cubic metres"
"Jordan","2010","784.8","","million cubic metres"
"Jordan","2009","758.2","","million cubic metres"
"Jordan","2008","823.3","8","million cubic metres"
"Jordan","2007","838.2","8","million cubic metres"
"Jordan","2006","835.0","","million cubic metres"
"Jordan","2005","857.4","","million cubic metres"
"Jordan","2004","779.5","","million cubic metres"
"Jordan","2003","734.7","","million cubic metres"
"Jordan","2002","737.4","","million cubic metres"
"Jordan","2000","744.6","","million cubic metres"
"Jordan","1999","732.0","","million cubic metres"
"Jordan","1998","742.7","","million cubic metres"
"Jordan","1997","742.7","","million cubic metres"
"Jordan","1996","754.2","","million cubic metres"
"Jordan","1995","754.4","","million cubic metres"
"Jordan","1990","865.3","","million cubic metres"
"Kazakhstan","2021","24518.0","","million cubic metres"
"Kazakhstan","2020","24585.0","","million cubic metres"
"Kazakhstan","2019","23516.0","","million cubic metres"
"Kazakhstan","2018","23542.0","","million cubic metres"
"Kazakhstan","2017","22454.0","","million cubic metres"
"Kazakhstan","2016","21634.0","","million cubic metres"
"Kazakhstan","2015","21661.0","","million cubic metres"
"Kazakhstan","2014","23078.0","","million cubic metres"
"Kazakhstan","2013","22530.0","","million cubic metres"
"Kazakhstan","2012","21389.0","","million cubic metres"
"Kazakhstan","2011","21948.0","","million cubic metres"
"Kazakhstan","2010","23812.0","","million cubic metres"
"Kazakhstan","2009","21538.0","","million cubic metres"
"Kazakhstan","2008","20474.0","","million cubic metres"
"Kazakhstan","2007","22814.0","","million cubic metres"
"Kazakhstan","2006","21244.0","","million cubic metres"
"Kazakhstan","2005","24797.0","","million cubic metres"
"Kazakhstan","2004","23640.0","","million cubic metres"
"Kazakhstan","2003","22962.0","","million cubic metres"
"Kazakhstan","2002","22262.0","","million cubic metres"
"Kazakhstan","2001","20830.0","","million cubic metres"
"Kazakhstan","2000","20999.0","","million cubic metres"
"Kenya","2021","32341.1","","million cubic metres"
"Kenya","2020","32325.1","","million cubic metres"
"Kenya","2019","32286.9","","million cubic metres"
"Kenya","2018","31370.9","","million cubic metres"
"Kenya","2017","30884.5","","million cubic metres"
"Kenya","2016","30777.3","","million cubic metres"
"Kenya","2015","34177.6","","million cubic metres"
"Kenya","2014","33619.4","","million cubic metres"
"Kuwait","2021","0.1","","million cubic metres"
"Kuwait","2020","0.1","","million cubic metres"
"Kuwait","2019","0.1","","million cubic metres"
"Kuwait","2018","0.1","","million cubic metres"
"Kuwait","2017","0.1","","million cubic metres"
"Kuwait","2016","0.1","","million cubic metres"
"Kuwait","2015","0.1","","million cubic metres"
"Kuwait","2014","0.1","","million cubic metres"
"Kuwait","2013","0.1","","million cubic metres"
"Kuwait","2012","0.1","","million cubic metres"
"Kuwait","2011","0.1","","million cubic metres"
"Kuwait","2010","0.1","","million cubic metres"
"Kuwait","2009","0.1","","million cubic metres"
"Kuwait","2008","0.1","","million cubic metres"
"Kuwait","2007","0.1","","million cubic metres"
"Kuwait","2006","0.1","","million cubic metres"
"Kuwait","2005","0.1","","million cubic metres"
"Kuwait","2004","0.1","","million cubic metres"
"Kyrgyzstan","2017","7657.8","","million cubic metres"
"Kyrgyzstan","2016","7333.7","","million cubic metres"
"Kyrgyzstan","2015","7569.0","","million cubic metres"
"Kyrgyzstan","2014","7658.0","","million cubic metres"
"Kyrgyzstan","2013","8326.8","","million cubic metres"
"Kyrgyzstan","2012","9544.2","","million cubic metres"
"Kyrgyzstan","2011","8634.0","","million cubic metres"
"Kyrgyzstan","2010","7562.0","","million cubic metres"
"Kyrgyzstan","2009","7601.0","","million cubic metres"
"Kyrgyzstan","2008","8469.0","","million cubic metres"
"Kyrgyzstan","2007","8530.0","","million cubic metres"
"Kyrgyzstan","2006","8007.0","","million cubic metres"
"Kyrgyzstan","2005","7888.0","","million cubic metres"
"Kyrgyzstan","2004","7851.0","","million cubic metres"
"Kyrgyzstan","2003","7555.0","","million cubic metres"
"Kyrgyzstan","2002","8463.0","","million cubic metres"
"Kyrgyzstan","2001","10390.0","","million cubic metres"
"Kyrgyzstan","2000","8026.0","","million cubic metres"
"Kyrgyzstan","1999","9179.0","","million cubic metres"
"Kyrgyzstan","1998","8847.0","","million cubic metres"
"Kyrgyzstan","1997","8467.0","","million cubic metres"
"Kyrgyzstan","1996","9600.0","","million cubic metres"
"Kyrgyzstan","1995","9308.0","","million cubic metres"
"Kyrgyzstan","1990","11122.0","","million cubic metres"
"Latvia","2017","209.0","1","million cubic metres"
"Latvia","2016","224.0","1","million cubic metres"
"Latvia","2015","177.0","1","million cubic metres"
"Latvia","2014","168.0","1","million cubic metres"
"Latvia","2013","248.0","1","million cubic metres"
"Latvia","2012","260.0","1","million cubic metres"
"Latvia","2011","369.0","1","million cubic metres"
"Latvia","2010","275.0","1","million cubic metres"
"Latvia","2009","395.0","1","million cubic metres"
"Latvia","2008","229.0","1","million cubic metres"
"Latvia","2007","218.0","1","million cubic metres"
"Latvia","2006","209.0","1","million cubic metres"
"Latvia","2005","238.0","1","million cubic metres"
"Latvia","2004","230.0","1","million cubic metres"
"Latvia","2003","254.0","1","million cubic metres"
"Latvia","2002","256.0","1","million cubic metres"
"Latvia","2001","258.0","1","million cubic metres"
"Latvia","2000","254.0","1","million cubic metres"
"Latvia","1999","307.3","","million cubic metres"
"Latvia","1998","343.8","","million cubic metres"
"Latvia","1997","362.9","","million cubic metres"
"Latvia","1996","403.3","","million cubic metres"
"Latvia","1995","418.0","","million cubic metres"
"Latvia","1994","455.2","","million cubic metres"
"Latvia","1993","495.2","","million cubic metres"
"Latvia","1992","622.1","","million cubic metres"
"Latvia","1991","654.7","","million cubic metres"
"Lebanon","2005","1250.0","9","million cubic metres"
"Lebanon","2004","1250.0","9","million cubic metres"
"Lithuania","2017","292.0","1","million cubic metres"
"Lithuania","2016","340.0","1","million cubic metres"
"Lithuania","2015","411.0","1","million cubic metres"
"Lithuania","2014","389.0","1","million cubic metres"
"Lithuania","2013","443.0","1","million cubic metres"
"Lithuania","2012","669.0","1","million cubic metres"
"Lithuania","2011","631.0","1","million cubic metres"
"Lithuania","2010","761.0","1","million cubic metres"
"Lithuania","2009","2412.0","1","million cubic metres"
"Lithuania","2008","2275.0","1","million cubic metres"
"Lithuania","2007","2269.0","1","million cubic metres"
"Lithuania","2006","2081.0","1","million cubic metres"
"Lithuania","2005","2365.0","1","million cubic metres"
"Lithuania","2004","3278.0","1","million cubic metres"
"Lithuania","2003","3327.0","1","million cubic metres"
"Lithuania","2002","3126.0","1","million cubic metres"
"Lithuania","2001","2768.0","1","million cubic metres"
"Lithuania","2000","3578.0","1","million cubic metres"
"Lithuania","1999","4644.0","","million cubic metres"
"Lithuania","1998","5125.0","","million cubic metres"
"Lithuania","1997","4786.0","","million cubic metres"
"Lithuania","1996","5696.0","","million cubic metres"
"Lithuania","1995","4582.0","","million cubic metres"
"Lithuania","1994","3996.9","","million cubic metres"
"Lithuania","1993","4388.0","","million cubic metres"
"Lithuania","1990","4311.0","","million cubic metres"
"Luxembourg","2016","44.0","1","million cubic metres"
"Luxembourg","2015","45.0","1","million cubic metres"
"Luxembourg","2014","46.0","1","million cubic metres"
"Luxembourg","2013","43.0","1","million cubic metres"
"Luxembourg","2012","45.0","1","million cubic metres"
"Luxembourg","2011","46.0","1","million cubic metres"
"Luxembourg","2010","48.0","1","million cubic metres"
"Luxembourg","2009","47.0","1","million cubic metres"
"Luxembourg","1999","60.8","","million cubic metres"
"Luxembourg","1995","57.0","","million cubic metres"
"Madagascar","2007","17662.6","","million cubic metres"
"Madagascar","2000","14970.0","10","million cubic metres"
"Malawi","2017","83.1","","million cubic metres"
"Malawi","2016","75.3","","million cubic metres"
"Malawi","2015","74.3","","million cubic metres"
"Malawi","2014","75.4","","million cubic metres"
"Malawi","2013","76.4","","million cubic metres"
"Malawi","2012","79.4","","million cubic metres"
"Malawi","2011","79.6","","million cubic metres"
"Malawi","2010","73.4","","million cubic metres"
"Malawi","2009","70.2","","million cubic metres"
"Malawi","2008","66.6","","million cubic metres"
"Malawi","2007","65.2","","million cubic metres"
"Malawi","2006","65.1","","million cubic metres"
"Malawi","2005","39.9","","million cubic metres"
"Malawi","2004","30.9","","million cubic metres"
"Malawi","2003","28.0","","million cubic metres"
"Malawi","2002","26.6","","million cubic metres"
"Malawi","2001","25.7","","million cubic metres"
"Malawi","2000","24.9","","million cubic metres"
"Malawi","1999","25.0","","million cubic metres"
"Malawi","1998","23.9","","million cubic metres"
"Malawi","1997","23.1","","million cubic metres"
"Malawi","1996","22.3","","million cubic metres"
"Malawi","1995","22.8","","million cubic metres"
"Malawi","1990","21.2","","million cubic metres"
"Malaysia","2019","6802.8","","million cubic metres"
"Malaysia","2018","6710.8","","million cubic metres"
"Malaysia","2017","6707.0","","million cubic metres"
"Malaysia","2016","6552.5","11","million cubic metres"
"Malaysia","2015","6225.9","11","million cubic metres"
"Malaysia","2014","6204.2","11","million cubic metres"
"Malaysia","2013","6125.9","11","million cubic metres"
"Malaysia","2012","5824.2","11","million cubic metres"
"Malaysia","2011","5660.7","","million cubic metres"
"Malaysia","2010","5537.4","","million cubic metres"
"Malaysia","2009","5383.7","","million cubic metres"
"Malaysia","2008","5370.5","","million cubic metres"
"Malaysia","2007","5276.8","","million cubic metres"
"Mali","2020","27830.0","","million cubic metres"
"Mali","2019","27548.1","","million cubic metres"
"Mali","2018","27262.1","","million cubic metres"
"Mali","2017","20606.1","","million cubic metres"
"Mali","2016","25133.6","","million cubic metres"
"Mali","2015","23471.1","","million cubic metres"
"Mali","2014","8802.5","","million cubic metres"
"Mali","2013","7124.8","","million cubic metres"
"Mali","2012","6870.1","","million cubic metres"
"Mali","2011","6618.6","","million cubic metres"
"Mali","2010","5363.3","","million cubic metres"
"Mali","2006","21273.0","","million cubic metres"
"Malta","2017","43.0","1","million cubic metres"
"Malta","2016","42.0","1","million cubic metres"
"Malta","2015","42.0","1","million cubic metres"
"Malta","2014","45.0","1","million cubic metres"
"Malta","2013","46.0","1","million cubic metres"
"Malta","2012","40.0","1","million cubic metres"
"Malta","2011","38.0","1","million cubic metres"
"Malta","2010","41.0","1","million cubic metres"
"Malta","2009","32.0","1","million cubic metres"
"Malta","2008","36.0","1","million cubic metres"
"Malta","2007","37.0","1","million cubic metres"
"Malta","2006","33.0","1","million cubic metres"
"Malta","2005","32.0","1","million cubic metres"
"Malta","2004","32.0","1","million cubic metres"
"Malta","2003","32.0","1","million cubic metres"
"Malta","2002","35.0","1","million cubic metres"
"Malta","2001","36.0","1","million cubic metres"
"Malta","1999","18.8","","million cubic metres"
"Malta","1998","18.3","","million cubic metres"
"Malta","1997","20.4","","million cubic metres"
"Malta","1996","21.5","","million cubic metres"
"Malta","1995","39.0","","million cubic metres"
"Martinique","2019","51.3","","million cubic metres"
"Martinique","2018","51.6","","million cubic metres"
"Martinique","2017","52.1","","million cubic metres"
"Martinique","2016","54.4","","million cubic metres"
"Martinique","2015","59.9","","million cubic metres"
"Martinique","2014","57.2","","million cubic metres"
"Martinique","2013","54.0","","million cubic metres"
"Martinique","2012","56.5","","million cubic metres"
"Martinique","2011","52.4","","million cubic metres"
"Martinique","2010","59.7","","million cubic metres"
"Martinique","2009","55.1","","million cubic metres"
"Martinique","2008","58.1","","million cubic metres"
"Martinique","2007","59.0","","million cubic metres"
"Martinique","2006","56.5","","million cubic metres"
"Martinique","2005","50.1","","million cubic metres"
"Martinique","1997","73.0","","million cubic metres"
"Mauritius","2021","604.0","","million cubic metres"
"Mauritius","2020","607.0","","million cubic metres"
"Mauritius","2019","595.0","","million cubic metres"
"Mauritius","2018","591.0","","million cubic metres"
"Mauritius","2017","610.0","","million cubic metres"
"Mauritius","2016","620.0","","million cubic metres"
"Mauritius","2015","612.0","","million cubic metres"
"Mauritius","2014","620.0","","million cubic metres"
"Mauritius","2013","608.0","","million cubic metres"
"Mauritius","2012","582.0","","million cubic metres"
"Mauritius","2011","571.0","","million cubic metres"
"Mauritius","2010","637.0","","million cubic metres"
"Mauritius","2009","632.0","","million cubic metres"
"Mauritius","2008","616.0","","million cubic metres"
"Mauritius","2007","630.0","","million cubic metres"
"Mauritius","2006","682.0","","million cubic metres"
"Mauritius","2005","691.0","","million cubic metres"
"Mauritius","2004","725.0","","million cubic metres"
"Mauritius","2003","725.0","","million cubic metres"
"Mauritius","2002","726.0","","million cubic metres"
"Mauritius","2001","677.0","","million cubic metres"
"Mauritius","2000","677.0","","million cubic metres"
"Mauritius","1999","516.0","","million cubic metres"
"Mauritius","1998","639.0","","million cubic metres"
"Mauritius","1997","620.0","","million cubic metres"
"Mauritius","1996","630.0","","million cubic metres"
"Mauritius","1995","650.0","","million cubic metres"
"Mauritius","1990","621.0","","million cubic metres"
"Mexico","2016","86576.8","","million cubic metres"
"Mexico","2015","85664.3","","million cubic metres"
"Mexico","2014","84928.8","","million cubic metres"
"Mexico","2013","81651.2","","million cubic metres"
"Mexico","2012","82733.7","","million cubic metres"
"Mexico","2011","81588.1","","million cubic metres"
"Mexico","2010","80213.5","","million cubic metres"
"Mexico","2009","80587.0","","million cubic metres"
"Mexico","2008","79752.3","","million cubic metres"
"Mexico","2007","78949.6","","million cubic metres"
"Mexico","2006","77322.0","","million cubic metres"
"Mexico","2005","76508.4","","million cubic metres"
"Mexico","2004","75433.2","","million cubic metres"
"Mexico","2003","74687.3","","million cubic metres"
"Mexico","2002","72650.8","","million cubic metres"
"Mexico","2001","68829.6","","million cubic metres"
"Mexico","2000","70427.7","","million cubic metres"
"Mexico","1999","78593.0","","million cubic metres"
"Mexico","1998","79355.0","","million cubic metres"
"Mexico","1997","70518.0","","million cubic metres"
"Mexico","1995","73672.0","","million cubic metres"
"Mexico","1994","73641.0","","million cubic metres"
"Monaco","2021","1.2","","million cubic metres"
"Monaco","2020","1.7","","million cubic metres"
"Monaco","2019","1.7","","million cubic metres"
"Monaco","2018","1.8","","million cubic metres"
"Monaco","2017","0.9","","million cubic metres"
"Monaco","2016","1.0","","million cubic metres"
"Monaco","2015","2.0","","million cubic metres"
"Monaco","2014","2.6","","million cubic metres"
"Monaco","2013","2.6","","million cubic metres"
"Monaco","2012","1.6","","million cubic metres"
"Monaco","2011","2.3","","million cubic metres"
"Monaco","2010","2.6","","million cubic metres"
"Monaco","2009","2.5","","million cubic metres"
"Monaco","2008","1.6","","million cubic metres"
"Monaco","2007","1.1","","million cubic metres"
"Monaco","2006","1.6","","million cubic metres"
"Monaco","2005","1.3","","million cubic metres"
"Monaco","2004","1.7","","million cubic metres"
"Monaco","2003","1.8","","million cubic metres"
"Monaco","2002","1.8","","million cubic metres"
"Monaco","2001","2.3","","million cubic metres"
"Monaco","2000","2.0","","million cubic metres"
"Monaco","1999","1.7","","million cubic metres"
"Monaco","1998","1.8","","million cubic metres"
"Monaco","1997","1.9","","million cubic metres"
"Monaco","1996","2.5","","million cubic metres"
"Monaco","1995","1.8","","million cubic metres"
"Monaco","1990","0.9","","million cubic metres"
"Montenegro","2012","113.9","","million cubic metres"
"Montenegro","2011","99.7","","million cubic metres"
"Montenegro","2010","65.9","","million cubic metres"
"Morocco","2019","8784.0","","million cubic metres"
"Morocco","2018","9030.0","","million cubic metres"
"Morocco","2017","8360.0","","million cubic metres"
"Morocco","2016","8863.0","","million cubic metres"
"Morocco","2015","10209.0","","million cubic metres"
"Morocco","2014","9082.0","","million cubic metres"
"Morocco","2010","8430.0","","million cubic metres"
"Morocco","2009","7672.0","","million cubic metres"
"Morocco","2008","7114.0","","million cubic metres"
"Morocco","2007","7648.0","","million cubic metres"
"Morocco","2006","8079.0","","million cubic metres"
"Morocco","2005","7498.0","","million cubic metres"
"Morocco","2004","8213.0","","million cubic metres"
"Morocco","2003","6555.0","","million cubic metres"
"Morocco","2002","6251.0","","million cubic metres"
"Morocco","2001","5839.0","","million cubic metres"
"Morocco","2000","6103.0","","million cubic metres"
"Myanmar","2020","67.7","","million cubic metres"
"Myanmar","2019","97.9","","million cubic metres"
"Myanmar","2018","95.7","","million cubic metres"
"Myanmar","2017","67.4","","million cubic metres"
"Myanmar","2016","67.6","","million cubic metres"
"Myanmar","2015","51.7","","million cubic metres"
"Myanmar","2014","48.7","","million cubic metres"
"Myanmar","2013","48.5","","million cubic metres"
"Myanmar","2012","42.7","","million cubic metres"
"Myanmar","2011","39.9","","million cubic metres"
"Myanmar","2010","44.6","","million cubic metres"
"Myanmar","2009","39.6","","million cubic metres"
"Myanmar","2008","35.1","","million cubic metres"
"Myanmar","2007","35.9","","million cubic metres"
"Myanmar","2006","39.4","","million cubic metres"
"Myanmar","2005","39.6","","million cubic metres"
"Netherlands","2016","7989.0","1","million cubic metres"
"Netherlands","2015","8411.0","1","million cubic metres"
"Netherlands","2014","9408.0","1","million cubic metres"
"Netherlands","2013","10639.0","1","million cubic metres"
"Netherlands","2012","10739.0","1","million cubic metres"
"Netherlands","2011","10188.0","1","million cubic metres"
"Netherlands","2010","10931.0","1","million cubic metres"
"Netherlands","2009","11411.0","1","million cubic metres"
"Netherlands","2008","10708.0","1","million cubic metres"
"Netherlands","2007","10949.0","1","million cubic metres"
"Netherlands","2006","11048.0","1","million cubic metres"
"Netherlands","2005","11539.0","1","million cubic metres"
"Netherlands","2004","11682.0","1","million cubic metres"
"Netherlands","2003","10640.0","1","million cubic metres"
"Netherlands","2001","8915.0","1","million cubic metres"
"Netherlands","1996","6507.0","","million cubic metres"
"Netherlands","1991","7800.0","","million cubic metres"
"Netherlands","1990","7800.0","","million cubic metres"
"New Zealand","2014","9874.3","","million cubic metres"
"New Zealand","2010","5200.5","","million cubic metres"
"New Zealand","2006","4907.7","","million cubic metres"
"New Zealand","1999","3139.6","","million cubic metres"
"Nigeria","2010","38330.4","","million cubic metres"
"North Macedonia","2016","1043824.0","1","million cubic metres"
"North Macedonia","2014","513.0","1","million cubic metres"
"North Macedonia","2009","1047.0","1","million cubic metres"
"North Macedonia","2008","716.0","1","million cubic metres"
"North Macedonia","2007","551.0","1","million cubic metres"
"North Macedonia","2006","900.0","1","million cubic metres"
"North Macedonia","2005","1157.0","1","million cubic metres"
"North Macedonia","2004","1675.0","1","million cubic metres"
"North Macedonia","2003","826.0","1","million cubic metres"
"North Macedonia","2002","633.0","1","million cubic metres"
"North Macedonia","2001","668.0","1","million cubic metres"
"North Macedonia","2000","692.0","1","million cubic metres"
"Oman","2018","1634.0","","million cubic metres"
"Oman","2017","1634.0","","million cubic metres"
"Oman","2016","1634.0","","million cubic metres"
"Oman","2015","1634.0","","million cubic metres"
"Oman","2014","1634.0","","million cubic metres"
"Oman","2013","1634.0","","million cubic metres"
"Oman","2012","1634.0","","million cubic metres"
"Oman","2011","1634.0","","million cubic metres"
"Oman","2010","1634.0","","million cubic metres"
"Oman","2009","1634.0","","million cubic metres"
"Oman","2008","1634.0","","million cubic metres"
"Oman","2007","1634.0","","million cubic metres"
"Oman","2006","1634.0","","million cubic metres"
"Oman","2005","1634.0","","million cubic metres"
"Oman","2004","1634.0","","million cubic metres"
"Oman","2003","1634.0","","million cubic metres"
"Oman","2002","1634.0","","million cubic metres"
"Oman","2001","1634.0","","million cubic metres"
"Oman","2000","1634.0","","million cubic metres"
"Oman","1995","1634.0","","million cubic metres"
"Oman","1990","1634.0","","million cubic metres"
"Pakistan","2017","192326.0","","million cubic metres"
"Pakistan","2016","192202.0","","million cubic metres"
"Pakistan","2015","191216.0","","million cubic metres"
"Pakistan","2014","188145.0","","million cubic metres"
"Pakistan","2013","179658.0","","million cubic metres"
"Pakistan","2012","178449.0","","million cubic metres"
"Pakistan","2011","175563.0","","million cubic metres"
"Pakistan","2010","181261.0","","million cubic metres"
"Pakistan","2009","179756.0","","million cubic metres"
"Pakistan","2008","188452.0","","million cubic metres"
"Pakistan","2007","187836.0","","million cubic metres"
"Pakistan","2006","190513.0","","million cubic metres"
"Pakistan","2005","167681.0","","million cubic metres"
"Pakistan","2004","188934.0","","million cubic metres"
"Pakistan","2003","180620.0","","million cubic metres"
"Pakistan","2002","160230.0","","million cubic metres"
"Pakistan","2001","168643.0","","million cubic metres"
"Pakistan","2000","193177.0","","million cubic metres"
"Pakistan","1999","198505.0","","million cubic metres"
"Pakistan","1998","189180.0","","million cubic metres"
"Panama","2021","40634.3","","million cubic metres"
"Panama","2020","37345.2","","million cubic metres"
"Panama","2019","25262.5","","million cubic metres"
"Panama","2018","39821.2","","million cubic metres"
"Panama","2017","37673.0","","million cubic metres"
"Panama","2016","33339.9","","million cubic metres"
"Panama","2015","28019.3","","million cubic metres"
"Panama","2014","30939.2","","million cubic metres"
"Panama","2013","25184.2","","million cubic metres"
"Panama","2012","26753.6","","million cubic metres"
"Panama","2011","21234.0","","million cubic metres"
"Panama","2010","17758.3","","million cubic metres"
"Panama","2009","12688.3","","million cubic metres"
"Panama","2008","13108.1","","million cubic metres"
"Panama","2007","13544.8","","million cubic metres"
"Panama","2006","12994.0","","million cubic metres"
"Panama","2005","11771.3","","million cubic metres"
"Panama","2004","11553.1","","million cubic metres"
"Panama","2003","9337.0","","million cubic metres"
"Panama","2002","9815.9","","million cubic metres"
"Panama","2001","7857.5","","million cubic metres"
